,Keyword,Position,Url,Top10,HTTP code BABBAR,TTFB (en ms) BABBAR,Page Value BABBAR,Page Trust BABBAR,Semantic Value BABBAR,Backlinks BABBAR,Backlinks host BABBAR,Host Outlinks BABBAR,Outlinks BABBAR,Desktop First Contentful Paint Terrain,Desktop First Input Delay Terain,Desktop Largest Contentful Paint Terrain,Desktop Cumulative Layout Shift Terrain,Desktop First Contentful Paint Lab,Desktop Speed Index Lab,Desktop Largest Contentful Paint Lab,Desktop Time to Interactive Lab,Desktop Total Blocking Time Lab,Desktop Cumulative Layout Shift Lab,Content Type,Status Code,Status,Indexability_x,Indexability Status_x,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Transferred (bytes),Word Count,Sentence Count,Average Words Per Sentence,Flesch Reading Ease Score,Readability,Text Ratio,Crawl Depth,Folder Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp,Errors,Warnings,Total Types,Unique Types,Type-1,Indexability_y,Indexability Status_y,Title 1 score,Meta Description 1 score,Meta Keywords 1 score,H1-1 score,H1-2 score,H2-1 score,H2-2 score,Meta Robots 1 score,Url score
103,billet d'avion maroc,14,https://www.alibabuy.com/vol/maroc-.html,1,200.0,68.0,78.0,45.0,49.0,4.0,1656.0,62.0,0.0,1002.0,3.0,1683.0,4.0,1002.0,2037.7735102201912,1683.0,3419.0,128.0,4.0,text/html,200,OK,Indexable,,Vol Maroc Pas Cher à partir de 114 € - Alibabuy.com,51,462,Prenez un vol pour le Maroc avec Transavia pour une immersion dans les hauts sommets de l'Atlas et les envoûtants souks aux épices.,131,827,,0,Vol Maroc Pas Cher,18,,0,Vol Maroc : le pays des mille et une nuits à partir de 114€,59,Vol Maroc : tout savoir sur le Maroc,36,"INDEX, FOLLOW",,,https://www.alibabuy.com/vol/maroc-.html,,,,,,80538,17435,2490,478.0,0,0,Very Easy,0,0,1,,0,0,0,0,64,60,0,1,1,0,,,,,26172ac858c8094e4d19e11d95303bb0,0,,,,,1.1,https://www.alibabuy.com/vol/maroc-.html,2024-05-03 16:55:48,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
104,billet d'avion maroc,15,https://fr.trip.com/flights/cheap-flights-to-morocco-71/,1,200.0,705.0,71.0,16.0,,1.0,17000.0,170.0,33.0,2068.0,4.0,2769.0,8.0,2068.0,4270.357478440138,2769.0,6551.761768871085,546.5000000000009,8.0,text/html; charset=utf-8,200,OK,Indexable,,Vol pas cher vers Maroc: Trouvez un billet d'avion pas cher pour la Maroc,73,647,Trouvez et réservez les vols les moins chers vers Maroc en comparant différentes compagnies aériennes sur Trip.com ! Découvrez les meilleures offres de vols et promotions vers toutes les villes à moins de Maroc !,212,1302,Vol Maroc pas chers,19,Vols pas chers vers Maroc,25,,0,Vols pour le Maroc,18,Les meilleures villes à visiter pour votre voyage en Maroc,58,,,,https://fr.trip.com/flights/cheap-flights-to-morocco-71/,,,,,,186319,36834,1604,391.0,0,0,Very Easy,0,0,2,,6,1,0,0,93,76,0,1,1,0,,,,,e2e679ff4fbc6295f0f415439c624813,0,,,,,1.1,https://fr.trip.com/flights/cheap-flights-to-morocco-71/,2024-05-03 16:56:17,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
105,billet d'avion maroc,16,https://www.esky.fr/vols/0/0/co/ma/maroc,1,200.0,1436.0,57.0,15.0,,44.0,550.0,55.0,133.0,2880.0,7.0,5259.0,7.0,2880.0,4385.13948604638,5259.0,5681.75,675.75,7.0,text/html; charset=UTF-8,200,OK,Indexable,,Vols à bas prix pour le Maroc - Billets d’avion Maroc - eSky.fr,63,534,"Maroc - Réservation de Vols à Bas Prix pour le Maroc - Billets d’avion. Moteur de recherche et comparateur de vols pour le Maroc. Aimez-vous des voyages bon marché, des promotions, des vols à bas prix? Nous vous proposerons des vols le moins chers et les plus pratiques pour vous pour le Maroc !",295,1833,"billets d’avion Maroc, billets d’avion pour le Maroc, vols à bas prix Maroc, vols à bas prix pour le Maroc, billets pour le Maroc, vols pour le Maroc, billets d’avion à bas prix pour le Maroc, billets à bas prix pour le Maroc",225,Rechercher des vols Maroc - pour le Maroc,41,,0,Consulter les offres de vols pour le Maroc,42,,0,all,,,https://www.esky.fr/vols/0/0/co/ma/maroc,,,,,,195884,34814,426,126.0,0,0,Very Easy,0,0,5,,3,1,0,0,93,60,0,83,75,0,,,,,f82286d9b4b257c6431aebe55757b5bc,0,,,,,1.1,https://www.esky.fr/vols/0/0/co/ma/maroc,2024-05-03 16:56:18,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
106,billet d'avion maroc,17,https://travelfrom.fr/avia/country/morocco,1,,,57.0,28.0,42.0,31.0,16.0,0.0,0.0,2296.0,3.0,4463.0,7.0,2296.0,1390.0671942255174,4463.0,2393.0,48.0,7.0,text/html,403,Forbidden,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,,0,0,,0,0,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,1.1,https://travelfrom.fr/avia/country/morocco,2024-05-03 16:56:23,,,,,,,,0,0,0,0,0,0,0,0,0
107,billet d'avion maroc,18,https://www.fr.lastminute.com/vol/compagnies-aeriennes/royal_air_maroc,1,200.0,126.0,64.0,18.0,,1.0,276.0,63.0,12.0,1030.0,6.0,1837.0,10.0,1030.0,2942.8998017001027,1837.0,4417.5,777.5,10.0,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,,0,0,,0,0,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,1.1,https://www.fr.lastminute.com/vol/compagnies-aeriennes/royal_air_maroc,2024-05-03 16:56:16,,,,,,,,0,0,0,0,0,0,0,0,0
108,billet d'avion maroc,19,https://www.kelbillet.com/avion/billet/maroc/,1,200.0,586.0,46.0,17.0,,0.0,1.0,67.0,0.0,1309.0,3.0,1753.0,6.0,1309.0,1429.126643981483,1753.0,3258.85,180.0,6.0,text/html; charset=UTF-8,200,OK,Indexable,,Billet d'avion Maroc | KelBillet.com,36,306,Comparez les prix et trouvez un billet d'avion Maroc pas cher : vos billets Maroc au meilleur prix,98,581,,0,Billet d'avion Maroc,20,,0,Rechercher un billet d'avion Maroc,34,Meilleurs prix trouvés pour un billet d'avion Maroc,51,"index,follow",,,https://www.kelbillet.com/avion/billet/maroc/,,,,,,47673,12403,679,136.0,0,0,Normal,0,0,3,,5,1,0,0,85,69,0,0,0,0,,,,,4b087e3515b6ba2e04ff3da7e76adf67,0,"Sun, 28 Apr 2024 07:29:29 GMT",,,,1.1,https://www.kelbillet.com/avion/billet/maroc/,2024-05-03 16:56:00,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
109,billet d'avion maroc,20,https://www.passetonbillet.fr/airplane/morocco,1,,,,,,,,,,1738.0,2.0,2155.0,1.0,1738.0,2495.548791377846,2155.0,5006.0,344.0,1.0,text/html; charset=UTF-8,200,OK,Indexable,,Acheter et vendre  Billets d'avion Maroc - PasseTonBillet - PasseTonBillet,74,647,PasseTonBillet : plateforme sécurisée pour acheter et revendre des  Billets d'avion Maroc,89,539,,0,,0,,0,,0,,0,,,,,,,,,,482437,43240,184,32.0,0,0,Normal,0,0,1,,2,1,0,0,23,17,0,4,4,0,,,,,d8b82f80309fe5297e69a7a8069d3a29,0,,,,,1.1,https://www.passetonbillet.fr/airplane/morocco,2024-05-03 16:56:20,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
110,billet d'avion maroc,21,https://www.kiwi.com/fr/country/morocco/,1,,,66.0,21.0,,0.0,1342.0,0.0,0.0,1424.0,4.0,2670.0,4.0,1424.0,1793.5543628142932,2670.0,3479.0,708.5,4.0,text/html; charset=utf-8,200,OK,Indexable,,Billets d'avion pas chers vers le Maroc | Kiwi.com,50,435,"Trouvez un billet d'avion pas cher vers le Maroc. Comparez différentes compagnies aériennes, choisissez le meilleur prix et réservez un billet d'avion pas cher vers le Maroc.",174,1045,,0,Billets d'avion vers le Maroc,29,,0,Maroc : villes populaires,25,Découvrir les compagnies aériennes et les aéroports,51,,,,https://www.kiwi.com/fr/country/morocco/,,,,,,457253,61133,2709,419.0,0,0,Very Easy,0,0,3,,1,1,0,0,359,279,0,5,5,0,,,,,61659de7580e49fceb1dbb6819010733,0,,,,,1.1,https://www.kiwi.com/fr/country/morocco/,2024-05-03 16:56:16,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
111,billet d'avion maroc,22,https://www.bravofly.fr/offres/vols/compagnie/royal-air-maroc,1,200.0,189.0,71.0,31.0,57.0,24.0,1068.0,52.0,16.0,1485.0,4.0,6716.0,11.0,1485.0,3482.506365881188,6716.0,5032.0,538.5,11.0,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,,0,0,,0,0,3,,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,1.1,https://www.bravofly.fr/offres/vols/compagnie/royal-air-maroc,2024-05-03 16:56:06,,,,,,,,0,0,0,0,0,0,0,0,0
112,billet d'avion maroc,23,https://www.liligo.fr/vols/compagnies-aeriennes/royal-air-maroc,1,200.0,82.0,67.0,39.0,,2.0,366.0,404.0,4.0,4782.0,,6515.0,3.0,994.0,1320.4205985825952,2206.0,2308.0,615.5,7.0,text/html;charset=utf-8,200,OK,Indexable,,Vol Royal Air Maroc pas cher | Comparez les billets d'avion sur Lilligo,71,609,Comparez les prix des billets d’avion parmi des centaines de sites de voyage et trouvez le vol Royal Air Maroc le moins cher.,125,753,,0,Trouver un vol Royal Air Maroc,30,,0,Découvrez les destinations desservies par Royal Air Maroc,57,Combien coûtent les vols avec Royal Air Maroc ?,47,,,,https://www.liligo.fr/vols/compagnies-aeriennes/royal-air-maroc,,,,,,597333,91861,2988,397.0,0,0,Fairly Hard,0,0,2,,3,3,0,0,408,405,0,4,4,0,,,,,640428ace922e218d6718dd67e639ea3,0,,,,,1.1,https://www.liligo.fr/vols/compagnies-aeriennes/royal-air-maroc,2024-05-03 16:56:04,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
113,billet d'avion maroc,24,https://www.esky.fr/vols/co/ma/0/0/maroc,1,,,53.0,6.0,,46.0,537.0,0.0,0.0,2880.0,7.0,5259.0,7.0,2880.0,6274.264292663542,5259.0,7000.5,1116.5,7.0,text/html; charset=UTF-8,200,OK,Indexable,,Vols à bas prix depuis le Maroc - Billets d’avion Maroc - eSky.fr,65,553,"Maroc - Réservation de Vols à Bas Prix depuis le Maroc - Billets d’avion. Moteur de recherche et comparateur de vols depuis le Maroc. Aimez-vous des voyages bon marché, des promotions, des vols à bas prix? Nous vous proposerons des vols le moins chers et les plus pratiques pour vous depuis le Maroc !",301,1869,"billets d’avion Maroc, billets d’avion depuis le Maroc, vols à bas prix Maroc, vols à bas prix depuis le Maroc, billets depuis le Maroc, vols depuis le Maroc, billets d’avion à bas prix depuis le Maroc, billets à bas prix depuis le Maroc",237,Rechercher des vols depuis le Maroc,35,,0,Consulter les offres de vols depuis le Maroc,44,,0,all,,,https://www.esky.fr/vols/co/ma/0/0/maroc,,,,,,198620,35145,429,128.0,0,0,Very Easy,0,0,5,,3,1,0,0,94,61,0,83,75,0,,,,,c05844fbd4c88b4ae3ff5e9c9efa2a2e,0,,,,,1.1,https://www.esky.fr/vols/co/ma/0/0/maroc,2024-05-03 16:56:01,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
114,billet d'avion maroc,25,https://www.tui.fr/comparateur-de-vols/destinations/afrique/maroc/,1,200.0,24.0,44.0,26.0,,0.0,5.0,139.0,22.0,1779.0,5.0,2080.0,8.0,1779.0,1725.063489361719,2080.0,2016.0,59.0,8.0,text/html; charset=utf-8,200,OK,Indexable,,Vol Maroc - Billet d'avion Maroc | TUI FRANCE,45,403,Vols Maroc : billet d'avion TUI France ! Comparez les vols et réservez votre billet d'avion Maroc au meilleur prix avec TUI !,125,733,,0,Les destinations favorites TUI,30,Conditions Générales de Vente,29,Nos coups de cœur à destination de :,36,,0,,,,https://www.tui.fr/comparateur-de-vols/destinations/afrique/maroc/,,,,,,90021,19956,66,15.0,0,0,Fairly Easy,0,0,4,,1,1,0,0,174,144,0,21,21,0,,,,,3d86ff750e685ef7c47bda6f500d52a9,0,"Mon, 29 Apr 2024 12:32:14 GMT",,,,1.1,https://www.tui.fr/comparateur-de-vols/destinations/afrique/maroc/,2024-05-03 16:56:17,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
115,billet d'avion maroc,26,https://www.ryanair.com/ma/fr,1,200.0,126.0,71.0,26.0,67.0,248.0,0.0,0.0,0.0,1797.0,3.0,3954.0,19.0,1257.0,3767.7606378404453,2189.0,3306.0,986.0,17.0,text/html,200,OK,Indexable,,Ryanair,7,66,Book direct at the official Ryanair.com website to guarantee that you get the best prices on Ryanair's cheap flights.,117,707,,0,,0,,0,,0,,0,,,,,,,,,,5237,5237,0,,0,0,,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,72b6b15840e4bf1f2ef1c4630f362c32,0,"Fri, 26 Apr 2024 11:15:27 GMT",,,,1.1,https://www.ryanair.com/ma/fr,2024-05-03 16:56:09,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
116,billet d'avion maroc,27,https://www.aircanada.com/fr-ca/vols-de-canada-a-maroc,1,200.0,3080.0,55.0,15.0,,0.0,2.0,28.0,4.0,3783.0,6.0,5883.0,11.0,3783.0,4073.6944407577666,5883.0,6015.0,2627.5,11.0,text/html; charset=utf-8,200,OK,Indexable,,Vols à partir Canada Maroc | Air Canada,39,355,Réservez un vol du Canada vers le Maroc avec Air Canada et profitez d'un service exceptionnel et de repas gratuits sur les vols internationaux. Les tarifs les plus bas sur les vols à partir du Canada vers le Maroc.,214,1285,"vols Canada Maroc, vols de Canada vers Maroc",44,Billets Air Canada du Canada vers le Maroc à partir de 614 $ CA*,64,,0,Vols du Canada vers le Maroc - nos plus bas tarifs en argent,60,Vols du Canada vers le Maroc - nos plus bas tarifs en points,60,"index, follow",,,https://www.aircanada.com/fr-ca/vols-de-canada-a-maroc,,,,,,675865,105424,380,123.0,0,0,Very Easy,0,0,1,,4,1,0,0,37,27,0,4,4,0,,,,,f12aedae9c3dcb2d4d587468408c05c5,0,,,,,1.1,https://www.aircanada.com/fr-ca/vols-de-canada-a-maroc,2024-05-03 16:55:49,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
117,billet d'avion maroc,28,https://www.opodo.fr/billets-avion/maroc/MA/,1,200.0,10.0,73.0,30.0,,7.0,1564.0,48.0,6.0,1443.0,8.0,7359.0,16.0,1443.0,1192.1507537997575,7359.0,2476.75,245.5,16.0,text/html;charset=utf-8,200,OK,Indexable,,Vol Maroc pas cher - Jusqu'à 30% de réduction sur votre billet,62,546,Profitez de réductions exceptionnelles sur les vols vers le Maroc. Réservez dès maintenant vos billets d'avion pas chers pour économiser sur votre prochain départ !,164,1001,,0,Votre billet d'avion pour Maroc,31,,0,Destinations populaires,23,Destinations A-Z,16,all,,,https://www.opodo.fr/billets-avion/maroc/MA/,,,,,,255814,43360,767,160.0,0,0,Fairly Easy,0,0,3,,2,2,0,0,55,53,0,6,6,0,,,,,733700b6e0da3d0903e0d2e94b19ab50,0,"Thu, 02 May 2024 02:00:28 GMT",,,,1.1,https://www.opodo.fr/billets-avion/maroc/MA/,2024-05-03 16:56:07,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
118,billet d'avion maroc,29,https://www.fr.lastminute.com/vol/maroc,1,200.0,107.0,63.0,18.0,,2.0,235.0,61.0,18.0,1030.0,6.0,1837.0,10.0,1030.0,3060.5384598538485,1837.0,5076.25,440.5,10.0,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,,0,0,,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,1.1,https://www.fr.lastminute.com/vol/maroc,2024-05-03 16:56:06,,,,,,,,0,0,0,0,0,0,0,0,0
119,billet d'avion maroc,30,https://www.brusselsairlines.com/lhg/be/fr/dest/c/maroc,1,,,,,,0.0,0.0,0.0,0.0,1448.0,4.0,2514.0,6.0,1448.0,2650.529636241492,2514.0,3199.0,259.0,6.0,text/html,200,OK,Indexable,,Vols vers le Maroc à partir de 135 EUR | Brussels Airlines,58,502,Réservez votre vol vers le Maroc et profitez de prix attractifs et d’un confort de voyage unique avec Brussels Airlines. ✈,122,722,,0,Vols vers le Maroc,18,,0,Planifier et gérer,18,Services,8,"index, follow",,,https://www.brusselsairlines.com/lhg/be/fr/dest/c/maroc,,,,,,365328,82736,1240,199.0,0,0,Fairly Easy,0,0,5,,33,1,0,0,169,87,0,23,16,0,,,,,17394b0b5053a67297f5183ea9ee6a51,0,,,,,1.1,https://www.brusselsairlines.com/lhg/be/fr/dest/c/maroc,2024-05-03 16:56:05,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
