,Keyword,Position,Url,Top10,HTTP code BABBAR,TTFB (en ms) BABBAR,Page Value BABBAR,Page Trust BABBAR,Semantic Value BABBAR,Backlinks BABBAR,Backlinks host BABBAR,Host Outlinks BABBAR,Outlinks BABBAR,Desktop First Contentful Paint Terrain,Desktop First Input Delay Terain,Desktop Largest Contentful Paint Terrain,Desktop Cumulative Layout Shift Terrain,Desktop First Contentful Paint Lab,Desktop Speed Index Lab,Desktop Largest Contentful Paint Lab,Desktop Time to Interactive Lab,Desktop Total Blocking Time Lab,Desktop Cumulative Layout Shift Lab,Content Type,Status Code,Status,Indexability_x,Indexability Status_x,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Transferred (bytes),Word Count,Sentence Count,Average Words Per Sentence,Flesch Reading Ease Score,Readability,Text Ratio,Crawl Depth,Folder Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp,Errors,Warnings,Total Types,Unique Types,Type-1,Indexability_y,Indexability Status_y,Title 1 score,Meta Description 1 score,Meta Keywords 1 score,H1-1 score,H1-2 score,H2-1 score,H2-2 score,Meta Robots 1 score,Url score
26,Billet d'avion maroc,27,https://www.aircanada.com/fr-ca/vols-de-canada-a-maroc,1,200.0,3080.0,55.0,15.0,,0.0,2.0,28.0,4.0,3783.0,6.0,5883.0,11.0,3783.0,4073.6944407577666,5883.0,6015.0,2627.5,11.0,text/html; charset=utf-8,200,OK,Indexable,,Vols à partir Canada Maroc | Air Canada,39,355,Réservez un vol du Canada vers le Maroc avec Air Canada et profitez d'un service exceptionnel et de repas gratuits sur les vols internationaux. Les tarifs les plus bas sur les vols à partir du Canada vers le Maroc.,214,1285,"vols Canada Maroc, vols de Canada vers Maroc",44,Billets Air Canada du Canada vers le Maroc à partir de 614 $ CA*,64,,0,Vols du Canada vers le Maroc - nos plus bas tarifs en argent,60,Vols du Canada vers le Maroc - nos plus bas tarifs en points,60,"index, follow",,,https://www.aircanada.com/fr-ca/vols-de-canada-a-maroc,,,,,,675865,105424,380,123.0,0,0,Very Easy,0,0,1,,4,1,0,0,37,27,0,4,4,0,,,,,f12aedae9c3dcb2d4d587468408c05c5,0,,,,,1.1,https://www.aircanada.com/fr-ca/vols-de-canada-a-maroc,2024-05-03 16:55:49,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
27,Billet d'avion maroc,28,https://www.opodo.fr/billets-avion/maroc/MA/,1,200.0,10.0,73.0,30.0,,7.0,1564.0,48.0,6.0,1443.0,8.0,7359.0,16.0,1443.0,1192.1507537997575,7359.0,2476.75,245.5,16.0,text/html;charset=utf-8,200,OK,Indexable,,Vol Maroc pas cher - Jusqu'à 30% de réduction sur votre billet,62,546,Profitez de réductions exceptionnelles sur les vols vers le Maroc. Réservez dès maintenant vos billets d'avion pas chers pour économiser sur votre prochain départ !,164,1001,,0,Votre billet d'avion pour Maroc,31,,0,Destinations populaires,23,Destinations A-Z,16,all,,,https://www.opodo.fr/billets-avion/maroc/MA/,,,,,,255814,43360,767,160.0,0,0,Fairly Easy,0,0,3,,2,2,0,0,55,53,0,6,6,0,,,,,733700b6e0da3d0903e0d2e94b19ab50,0,"Thu, 02 May 2024 02:00:28 GMT",,,,1.1,https://www.opodo.fr/billets-avion/maroc/MA/,2024-05-03 16:56:07,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
28,Billet d'avion maroc,29,https://www.fr.lastminute.com/vol/maroc,1,200.0,107.0,63.0,18.0,,2.0,235.0,61.0,18.0,1030.0,6.0,1837.0,10.0,1030.0,3060.5384598538485,1837.0,5076.25,440.5,10.0,text/html; charset=UTF-8,403,Forbidden,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,,0,0,,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,1.1,https://www.fr.lastminute.com/vol/maroc,2024-05-03 16:56:06,,,,,,,,0,0,0,0,0,0,0,0,0
29,Billet d'avion maroc,30,https://www.brusselsairlines.com/lhg/be/fr/dest/c/maroc,1,,,,,,0.0,0.0,0.0,0.0,1448.0,4.0,2514.0,6.0,1448.0,2650.529636241492,2514.0,3199.0,259.0,6.0,text/html,200,OK,Indexable,,Vols vers le Maroc à partir de 135 EUR | Brussels Airlines,58,502,Réservez votre vol vers le Maroc et profitez de prix attractifs et d’un confort de voyage unique avec Brussels Airlines. ✈,122,722,,0,Vols vers le Maroc,18,,0,Planifier et gérer,18,Services,8,"index, follow",,,https://www.brusselsairlines.com/lhg/be/fr/dest/c/maroc,,,,,,365328,82736,1240,199.0,0,0,Fairly Easy,0,0,5,,33,1,0,0,169,87,0,23,16,0,,,,,17394b0b5053a67297f5183ea9ee6a51,0,,,,,1.1,https://www.brusselsairlines.com/lhg/be/fr/dest/c/maroc,2024-05-03 16:56:05,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
30,billet d avion maroc,1,https://www.kayak.fr/vols/France-FR0/Maroc-MA0,0,200.0,13.0,77.0,40.0,58.0,131.0,15466.0,85.0,62.0,1347.0,6.0,1564.0,4.0,1391.0,2173.8783711796264,2431.0,2854.0,390.5,13.0,text/html;charset=UTF-8,200,OK,Indexable,,Vols pas chers pour le Maroc à partir de 24€ - KAYAK,52,471,"Trouvez des vols pour le Maroc à partir de 24 €. Prenez l’avion depuis la France avec Ryanair, easyJet, Volotea et d’autres. Recherchez des vols pour le Maroc sur KAYAK et trouvez les meilleures offres.",202,1229,,0,Trouvez des vols pas chers pour le Maroc à partir de 24€,56,,0,Recherchez sur des centaines de sites et trouvez des vols pour le Maroc,71,Bon à savoir,12,"index,follow",,,https://www.kayak.fr/vols/France-FR0/Maroc-MA0,,,,,,1206212,185351,4268,744.0,0,0,Very Easy,0,0,2,,17,2,0,0,127,87,0,61,61,0,,,,,357ca9d0e627f59010198f21ca5af0c0,0,,,,,1.1,https://www.kayak.fr/vols/France-FR0/Maroc-MA0,2024-05-03 16:56:11,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
31,billet d avion maroc,2,https://www.royalairmaroc.com/fr-fr,0,200.0,82.0,79.0,56.0,75.0,10322.0,6470.0,172.0,46.0,1417.0,3.0,3163.0,9.0,1858.0,3039.356325350438,2906.0,3197.0,42.0,6.0,text/html; charset=UTF-8,200,OK,Indexable,,Réservez et Achetez vos billets en ligne | Royal Air Maroc - Royal Air Maroc,76,662,"Décollez vers plus de 90 destinations dans le monde avec Royal Air Maroc et bénéficiez d'avantages exceptionnels : billets modifiables,1 ou 2 bagages gratuits,adhésion gratuite à Safar Flyer",190,1162,Royal Air Maroc |  France,25,,0,,0,Menu principal,14,Bas de page,11,,,,https://www.royalairmaroc.com/fr-fr,,,,,,351003,37489,317,75.0,0,0,Very Easy,0,0,0,,6,2,0,0,413,205,0,13,10,0,,,,,3fc358f7c2d946d9ffdba097c86d7968,0,"Fri, 03 May 2024 14:56:09 GMT",,,,1.1,https://www.royalairmaroc.com/fr-fr,2024-05-03 16:56:10,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
32,billet d avion maroc,3,https://wwws.airfrance.fr/fr-fr/vols-pour-maroc,0,200.0,48.0,66.0,48.0,58.0,61.0,87.0,27.0,69.0,1656.0,5.0,1656.0,66.0,1560.0,4219.199151160622,3451.0,5056.0,1629.5,22.0,text/html; charset=utf-8,200,OK,Indexable,,"Vol pas cher pour Maroc | Air France, France",44,392,Trouvez votre vol pour Maroc au meilleur prix avec Air France à partir de €144. Découvrez notre sélection de vols aller-retour pas chers à destination de Maroc.,160,971,Vols pour Maroc,15,Vols Air France pas chers vers le Maroc dès €144*,49,,0,TROUVEZ VOTRE VOL vers le Maroc,31,TOUS LES VOLS vers le Maroc SUR LES PROCHAINS MOIS,50,"index, follow",,,https://wwws.airfrance.fr/fr-fr/vols-pour-maroc,,,,,,613237,87834,1476,487.0,0,0,Very Easy,0,0,1,,2,1,0,0,32,28,0,16,16,0,,,,,89a55903f25e0e5643e3671b7d435735,0,,,,,1.1,https://wwws.airfrance.fr/fr-fr/vols-pour-maroc,2024-05-03 16:56:18,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
33,billet d avion maroc,4,https://www.edreams.fr/vol/maroc/MA/,0,,,74.0,21.0,,17.0,1435.0,0.0,0.0,1402.0,4.0,1715.0,6.0,1759.0,1256.8502971739724,6488.0,2452.5,142.5,19.0,text/html;charset=utf-8,200,OK,Indexable,,Vols pas chers Maroc - Offres sur les billets d'avion,53,453,Trouvez un vol pas cher de null à Maroc et économisez jusqu'à 30% ! Comparez nos offres et réservez vos billets d'avion au meilleur prix avec eDreams.,150,922,,0,Vols pas chers à destination du Maroc,37,,0,Maroc: où aller ?,17,Destinations de A à Z,21,"index, follow",,,https://www.edreams.fr/vol/maroc/MA/,,,,,,267919,43515,749,169.0,0,0,Easy,0,0,3,,1,1,0,0,54,52,0,22,22,0,,,,,a8fc859711cb0f5c38365ed02b2b3ead,0,"Wed, 01 May 2024 03:30:22 GMT",,,,1.1,https://www.edreams.fr/vol/maroc/MA/,2024-05-03 16:56:07,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
34,billet d avion maroc,5,https://www.govoyages.com/compagnie-aerienne/AT/royal-air-maroc/,0,200.0,21.0,76.0,32.0,,2.0,588.0,32.0,0.0,1592.0,4.0,2556.0,5.0,1598.0,1408.626741945416,7493.0,2777.0,471.0,17.0,text/html;charset=utf-8,200,OK,Indexable,,Royal Air Maroc : Vols et billets pas chers - Économisez jusqu'à 30%,68,599,Profitez des offres spéciales de GO Voyages sur les vols Royal Air Maroc. Réservez maintenant et économisez jusqu'à 30% sur vos billets d'avion !,145,891,,0,Trouvez un vol pas cher Royal Air Maroc sur GO Voyages,54,,0,Réservez votre billet d'avion Royal Air Maroc,45,Royal Air Maroc,15,"index, follow",,,https://www.govoyages.com/compagnie-aerienne/AT/royal-air-maroc/,,,,,,347028,49065,1537,348.0,0,0,Very Easy,0,0,3,,1,1,0,0,62,47,0,0,0,0,,,,,5b840fb82bfe4613569cb4a6de9d5a07,0,"Thu, 02 May 2024 01:30:34 GMT",,,,1.1,https://www.govoyages.com/compagnie-aerienne/AT/royal-air-maroc/,2024-05-03 16:56:04,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
35,billet d avion maroc,6,https://www.transavia.com/destinations/fr-fr/le-maroc,0,,,,,,,,,,1155.0,3.0,1305.0,32.0,2464.0,3987.5840020467767,2685.0,3436.75,428.0,32.0,text/html; charset=utf-8,200,OK,Indexable,,Billets d’avion pas cher Maroc dès 38 € | Transavia,51,448,Envie de vous envoler pour Maroc? Réservez vos billets d’avion en ligne ! ✔ Vols directs ✔ Réservation rapide et facile ✔ Pas de frais de réservation,149,881,,0,Maroc,5,,0,Nos destinations en Maroc,25,Trouvez votre vol,17,"index, follow",,,https://www.transavia.com/destinations/fr-fr/le-maroc,,,,,,209716,38702,909,197.0,0,0,Very Easy,0,0,2,,1,1,0,0,96,86,0,13,12,0,,,,,ed9dd83dcb148a2c3a8ec668f4f5c27d,0,,,,,1.1,https://www.transavia.com/destinations/fr-fr/le-maroc,2024-05-03 16:56:14,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
36,billet d avion maroc,7,https://www.liligo.fr/vols/maroc,0,200.0,86.0,71.0,41.0,,11.0,1181.0,74.0,10.0,1388.0,4.0,2880.0,3.0,994.0,2048.749561437916,2206.0,2404.5,294.0,7.0,text/html;charset=utf-8,200,OK,Indexable,,Vol Maroc pas cher | Billets d'avion sur Liligo,47,394,Comparez les prix des billets d’avion Maroc parmi des centaines de sites de voyage et trouvez votre vol pas cher sur Liligo.,124,748,,0,Vol Maroc : comparez les prix des billets d'avion,49,,0,Les meilleurs prix en ce moment,31,Prix des billets d’avion France - Maroc,39,,,,https://www.liligo.fr/vols/maroc,,,,,,563840,100719,2392,382.0,0,0,Fairly Easy,0,0,1,,2,2,0,0,89,75,0,4,4,0,,,,,18e27e74d165f3b377a971cfb8dd9c04,0,,,,,1.1,https://www.liligo.fr/vols/maroc,2024-05-03 16:56:20,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
37,billet d avion maroc,8,https://www.jetcost.com/vols/maroc/MA,0,200.0,458.0,74.0,28.0,47.0,39.0,3575.0,88.0,42.0,3462.0,2.0,5014.0,11.0,2828.0,2643.5308533433977,4917.0,2971.5,706.0,36.0,text/html; charset=UTF-8,200,OK,Indexable,,Vols pas chers vers Maroc à partir de 23 € - Jetcost,52,456,Vol Maroc ✈ Comparez et trouvez votre vol Maroc pas cher. Tous les prix des vols pour Maroc!,92,575,,0,Vol Maroc,9,,0,Principales destinations Maroc,30,Offres de vols vers Maroc,25,,,,https://www.jetcost.com/vols/maroc/MA,,,,,,951653,167217,1461,347.0,0,0,Very Easy,0,0,2,,1,1,0,0,192,137,0,38,37,0,,,,,5e89dd0dc3ff68c19b63c4bd409149e7,0,,,,,1.1,https://www.jetcost.com/vols/maroc/MA,2024-05-03 16:56:16,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
38,billet d avion maroc,9,https://www.skyscanner.fr/vols-a/ma/vols-pas-chers-a-maroc.html,0,307.0,77.0,60.0,24.0,47.0,9.0,172.0,1.0,0.0,2015.0,8.0,3061.0,1.0,681.0,1802.0886500208212,1755.0,2259.5,166.5,60.0,text/html; charset=utf-8,200,OK,Indexable,,Vols pas chers pour Maroc à partir de 26€ | Skyscanner,54,487,Vous cherchez des vols pour Maroc? Comparez les prix des principales agences de voyage et compagnies aériennes pour obtenir les meilleures offres de vol sur votre prochain voyage.,179,1123,,0,Billet d'avion pas cher pour Maroc,34,,0,Maroc : vers quelle ville voulez-vous vous envoler ?,52,Aller à Maroc en avion,22,,,,https://www.skyscanner.fr/vols-a/ma/vols-pas-chers-a-maroc.html,,,,,,502490,94327,2817,575.0,0,0,Easy,0,0,2,,2,2,0,0,186,171,0,30,29,0,,,,,751fb894467d8029477ccfe3b6e3ccb8,0,,,,,1.1,https://www.skyscanner.fr/vols-a/ma/vols-pas-chers-a-maroc.html,2024-05-03 16:56:13,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
39,billet d avion maroc,10,https://www.tuifly.be/fr/destinations/maroc,0,403.0,224.0,,,,2.0,0.0,0.0,0.0,2484.0,4.0,3883.0,0.0,2618.0,6984.345320114293,3292.0,7099.5431299209595,584.0,13.0,text/html; charset=utf-8,200,OK,Indexable,,Vols Maroc - Billets d'avion Maroc | TUI fly,44,370,,0,0,,0,Gérer vos préférences de cookies,32,Vols Maroc,10,Liste alphabétique de nos destinations par pays,47,Suivez TUI fly,14,,,,,,,,,,113794,21300,873,282.0,0,0,Normal,0,0,2,,11,1,0,0,218,168,0,18,16,0,,,,,24909365c6ae284004443a5c35a688d7,0,,,,,1.1,https://www.tuifly.be/fr/destinations/maroc,2024-05-03 16:55:59,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
40,billet d avion maroc,11,https://www.skyscanner.fr/itineraires/ma/fr/maroc-a-france.html,1,,,,,,0.0,0.0,0.0,0.0,681.0,4.0,1755.0,60.0,681.0,1968.7485822283993,1755.0,2834.0,339.5,60.0,text/html; charset=utf-8,200,OK,Indexable,,Vols pas chers Maroc-France à partir de 26 € | Skyscanner,57,514,"Vous recherchez un vol Maroc-France pas cher ? Comparez les prix de toutes les grandes compagnies aériennes, trouvez le meilleur moment pour partir, puis réservez sans frais supplémentaires.",190,1191,,0,Billet d'avion Maroc-France,27,,0,France : où allez-vous partir pour votre voyage au départ de votre pays (Maroc) ?,81,Vols Maroc - France : en bref,29,,,,https://www.skyscanner.fr/itineraires/ma/fr/maroc-a-france.html,,,,,,470035,91270,2417,499.0,0,0,Very Easy,0,0,3,,3,1,0,0,160,140,0,30,29,0,,,,,f54027a9cdfb1c2c3c51843213849869,0,,,,,1.1,https://www.skyscanner.fr/itineraires/ma/fr/maroc-a-france.html,2024-05-03 16:56:13,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
41,billet d avion maroc,12,https://www.easyvols.fr/billet-avion/maroc,1,200.0,3377.0,72.0,48.0,,0.0,300.0,69.0,1.0,1335.0,3.0,5299.0,62.0,1335.0,1562.5520801815437,5299.0,2943.25,224.5,62.0,text/html;charset=UTF-8,200,OK,Indexable,,Vol Maroc pas cher : Billets d'avions pour le Maroc - Easyvols,62,538,"Vous recherchez un vol à destination du Maroc ? Avec Easyvols, comparez les prix et dénichez des billets d\'avion pas chers pour le Maroc.",138,849,,0,Billets d'avion à destination du Maroc,38,,0,Dernières offres de billet vers le Maroc,40,Maroc : Principaux aéroports,28,"index, follow",,,https://www.easyvols.fr/billet-avion/maroc,,,,,,130750,18952,1210,280.0,0,0,Easy,0,0,1,,5,1,0,0,78,70,0,2,2,0,,,,,4ca9b36209c6df1f0fbf8aae91340c0e,0,"Fri, 03 May 2024 12:53:07 GMT",,,,1.1,https://www.easyvols.fr/billet-avion/maroc,2024-05-03 16:56:08,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
42,billet d avion maroc,13,https://www.alibabuy.com/vol/maroc-.html,1,200.0,68.0,78.0,45.0,49.0,4.0,1656.0,62.0,0.0,1002.0,3.0,1683.0,4.0,1002.0,2037.7735102201912,1683.0,3419.0,128.0,4.0,text/html,200,OK,Indexable,,Vol Maroc Pas Cher à partir de 114 € - Alibabuy.com,51,462,Prenez un vol pour le Maroc avec Transavia pour une immersion dans les hauts sommets de l'Atlas et les envoûtants souks aux épices.,131,827,,0,Vol Maroc Pas Cher,18,,0,Vol Maroc : le pays des mille et une nuits à partir de 114€,59,Vol Maroc : tout savoir sur le Maroc,36,"INDEX, FOLLOW",,,https://www.alibabuy.com/vol/maroc-.html,,,,,,80538,17435,2490,478.0,0,0,Very Easy,0,0,1,,0,0,0,0,64,60,0,1,1,0,,,,,26172ac858c8094e4d19e11d95303bb0,0,,,,,1.1,https://www.alibabuy.com/vol/maroc-.html,2024-05-03 16:55:48,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
43,billet d avion maroc,14,https://www.voldiscount.com/billet-avion-maroc/billet-avion.php,1,200.0,84.0,78.0,21.0,,0.0,959.0,74.0,0.0,1275.0,2.0,1287.0,6.0,1275.0,1363.428078295191,1287.0,2985.0,223.0,6.0,text/html; charset=UTF-8,200,OK,Indexable,,Billets discount Maroc | Vol Discount,37,324,"Vols discount Maroc, billets discount Maroc pas chers, réservation de vols secs moins chers depuis 1997, promotions Maroc, agence française située à Paris",154,961,"vol Maroc,vol pas cher Maroc,vol Maroc pas cher,billet avion Maroc,billet avion pas cher Maroc,billet avion Maroc pas cher",122,Billets discount Maroc pas chers,32,,0,Destination Maroc avec Vol Discount,35,Réservation de billets discount Maroc,37,,,,https://www.voldiscount.com/billet-avion-maroc/billet-avion.php,,,,,,65744,14882,5171,693.0,0,0,Normal,0,0,1,,0,0,0,0,77,74,0,0,0,0,,,,,3d48d2550e3ff3c6fb0854638b73f70d,0,,,,,1.1,https://www.voldiscount.com/billet-avion-maroc/billet-avion.php,2024-05-03 16:56:23,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
44,billet d avion maroc,15,https://www.edreams.fr/vol/,1,200.0,158.0,85.0,30.0,55.0,72.0,77894.0,114.0,47.0,1301.0,47.0,4476.0,15.0,1759.0,5655.047736070886,6488.0,7590.5,2602.5,19.0,text/html;charset=UTF-8,200,OK,Indexable,,Vol pas cher | Comparaison et réservation de billets d'avion | eDreams,70,622,"Réservez votre vol à partir de 19,41€. Comparez les billets d'avion et réservez le vôtre au meilleur prix. Économisez de l'argent en voyageant avec eDreams!",156,945,,0,Trouvez un billet d'avion pas cher,34,,0,Nos meilleures offres de vols,29,"Réserver des vols, des hôtels, des voitures et autres offres de voyage à bas prix",81,"index, follow",,,https://www.edreams.fr/vol/,,,,,,133508,26936,1370,265.0,0,0,Fairly Easy,0,0,1,,3,2,0,0,125,119,0,7,6,0,,,,,4d77b241670b885dbd15f36a5ec12946,0,,,,,1.1,https://www.edreams.fr/vol/,2024-05-03 16:56:23,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
45,billet d avion maroc,16,https://www.booking.com/flights/route/to-country/fr/ma.fr.html,1,,,40.0,,,0.0,2.0,0.0,0.0,3819.0,9.0,4028.0,5.0,3819.0,2060.9655431199185,4028.0,4120.0,574.0,5.0,text/html; charset=UTF-8,200,OK,Indexable,,Réservez des vols pas chers pour le Maroc depuis la France - Booking.com,72,660,Comparez les offres et réservez des billets d'avion entre la France et le Maroc en toute simplicité.,100,590,,0,Recherchez des vols de la France vers le Maroc,46,,0,Vols populaires vers le Maroc,29,Vols vers le Maroc : ce qu'il faut savoir,41,"index,follow",,,https://www.booking.com/flights/route/to-country/fr/ma.fr.html,,,,,,620746,159652,1950,357.0,0,0,Easy,0,0,4,,9,1,0,0,116,100,0,3,3,0,,,,,62cd672f43ac32c89fdd683dec6f696a,0,,,,,1.1,https://www.booking.com/flights/route/to-country/fr/ma.fr.html,2024-05-03 16:56:10,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
46,billet d avion maroc,17,https://fr.trip.com/flights/cheap-flights-to-morocco-71/,1,200.0,705.0,71.0,16.0,,1.0,17000.0,170.0,33.0,2068.0,4.0,2769.0,8.0,2068.0,4270.357478440138,2769.0,6551.761768871085,546.5000000000009,8.0,text/html; charset=utf-8,200,OK,Indexable,,Vol pas cher vers Maroc: Trouvez un billet d'avion pas cher pour la Maroc,73,647,Trouvez et réservez les vols les moins chers vers Maroc en comparant différentes compagnies aériennes sur Trip.com ! Découvrez les meilleures offres de vols et promotions vers toutes les villes à moins de Maroc !,212,1302,Vol Maroc pas chers,19,Vols pas chers vers Maroc,25,,0,Vols pour le Maroc,18,Les meilleures villes à visiter pour votre voyage en Maroc,58,,,,https://fr.trip.com/flights/cheap-flights-to-morocco-71/,,,,,,186319,36834,1604,391.0,0,0,Very Easy,0,0,2,,6,1,0,0,93,76,0,1,1,0,,,,,e2e679ff4fbc6295f0f415439c624813,0,,,,,1.1,https://fr.trip.com/flights/cheap-flights-to-morocco-71/,2024-05-03 16:56:17,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
47,billet d avion maroc,18,https://www.esky.fr/vols/0/0/co/ma/maroc,1,200.0,1436.0,57.0,15.0,,44.0,550.0,55.0,133.0,2880.0,7.0,5259.0,7.0,2880.0,4385.13948604638,5259.0,5681.75,675.75,7.0,text/html; charset=UTF-8,200,OK,Indexable,,Vols à bas prix pour le Maroc - Billets d’avion Maroc - eSky.fr,63,534,"Maroc - Réservation de Vols à Bas Prix pour le Maroc - Billets d’avion. Moteur de recherche et comparateur de vols pour le Maroc. Aimez-vous des voyages bon marché, des promotions, des vols à bas prix? Nous vous proposerons des vols le moins chers et les plus pratiques pour vous pour le Maroc !",295,1833,"billets d’avion Maroc, billets d’avion pour le Maroc, vols à bas prix Maroc, vols à bas prix pour le Maroc, billets pour le Maroc, vols pour le Maroc, billets d’avion à bas prix pour le Maroc, billets à bas prix pour le Maroc",225,Rechercher des vols Maroc - pour le Maroc,41,,0,Consulter les offres de vols pour le Maroc,42,,0,all,,,https://www.esky.fr/vols/0/0/co/ma/maroc,,,,,,195884,34814,426,126.0,0,0,Very Easy,0,0,5,,3,1,0,0,93,60,0,83,75,0,,,,,f82286d9b4b257c6431aebe55757b5bc,0,,,,,1.1,https://www.esky.fr/vols/0/0/co/ma/maroc,2024-05-03 16:56:18,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
48,billet d avion maroc,19,https://www.kelbillet.com/avion/billet/maroc/,1,200.0,586.0,46.0,17.0,,0.0,1.0,67.0,0.0,1309.0,3.0,1753.0,6.0,1309.0,1429.126643981483,1753.0,3258.85,180.0,6.0,text/html; charset=UTF-8,200,OK,Indexable,,Billet d'avion Maroc | KelBillet.com,36,306,Comparez les prix et trouvez un billet d'avion Maroc pas cher : vos billets Maroc au meilleur prix,98,581,,0,Billet d'avion Maroc,20,,0,Rechercher un billet d'avion Maroc,34,Meilleurs prix trouvés pour un billet d'avion Maroc,51,"index,follow",,,https://www.kelbillet.com/avion/billet/maroc/,,,,,,47673,12403,679,136.0,0,0,Normal,0,0,3,,5,1,0,0,85,69,0,0,0,0,,,,,4b087e3515b6ba2e04ff3da7e76adf67,0,"Sun, 28 Apr 2024 07:29:29 GMT",,,,1.1,https://www.kelbillet.com/avion/billet/maroc/,2024-05-03 16:56:00,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
49,billet d avion maroc,20,https://travelfrom.fr/avia/country/morocco,1,,,57.0,28.0,42.0,31.0,16.0,0.0,0.0,2296.0,3.0,4463.0,7.0,2296.0,1390.0671942255174,4463.0,2393.0,48.0,7.0,text/html,403,Forbidden,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0,,0,0,,0,0,2,,0,0,0,0,0,0,0,0,0,0,,,,,,0,,,,,1.1,https://travelfrom.fr/avia/country/morocco,2024-05-03 16:56:23,,,,,,,,0,0,0,0,0,0,0,0,0
50,billet d avion maroc,21,https://www.passetonbillet.fr/airplane/morocco,1,,,,,,,,,,1738.0,2.0,2155.0,1.0,1738.0,2495.548791377846,2155.0,5006.0,344.0,1.0,text/html; charset=UTF-8,200,OK,Indexable,,Acheter et vendre  Billets d'avion Maroc - PasseTonBillet - PasseTonBillet,74,647,PasseTonBillet : plateforme sécurisée pour acheter et revendre des  Billets d'avion Maroc,89,539,,0,,0,,0,,0,,0,,,,,,,,,,482437,43240,184,32.0,0,0,Normal,0,0,1,,2,1,0,0,23,17,0,4,4,0,,,,,d8b82f80309fe5297e69a7a8069d3a29,0,,,,,1.1,https://www.passetonbillet.fr/airplane/morocco,2024-05-03 16:56:20,0.0,0.0,0.0,0.0,,Indexable,,0,0,0,0,0,0,0,0,0
